experiment_name,train_accuracy,test_accuracy,n_features,feature_creation_timing,feature_classification_and_prediction_time,amplitude_metric,features,homology_dimensions,inverse_input,processing_filter,processing_scaler_metric,subsampling_factor
"amplitude_metric-silhouette_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-wasserstein_subsampling_factor-1",1,0.518518519,9,46.21298695,40.27503538,silhouette,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,TRUE,wasserstein,1
"amplitude_metric-silhouette_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-wasserstein_subsampling_factor-2",1,0.518518519,9,7.178015709,41.57275343,silhouette,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,TRUE,wasserstein,2
"amplitude_metric-silhouette_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-betti_subsampling_factor-2",1,0.518518519,9,7.690534353,41.94928598,silhouette,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,TRUE,betti,2
"amplitude_metric-silhouette_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-heat_subsampling_factor-1",1,0.518518519,9,50.08302093,41.21330786,silhouette,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,TRUE,heat,1
"amplitude_metric-silhouette_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-silhouette_subsampling_factor-1",1,0.518518519,9,55.95575833,41.15514946,silhouette,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,TRUE,silhouette,1
"amplitude_metric-silhouette_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-silhouette_subsampling_factor-2",1,0.518518519,9,8.721033812,41.2857163,silhouette,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,TRUE,silhouette,2
"amplitude_metric-silhouette_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-None_subsampling_factor-1",1,0.518518519,9,43.7620132,39.88685036,silhouette,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,None,1
"amplitude_metric-silhouette_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-None_subsampling_factor-2",1,0.518518519,9,7.359956264,40.36615324,silhouette,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,None,2
"amplitude_metric-silhouette_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-None_subsampling_factor-3",1,0.518518519,9,3.819554329,40.88300467,silhouette,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,None,3
"amplitude_metric-silhouette_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-bottleneck_subsampling_factor-3",1,0.518518519,9,3.859800339,39.7179141,silhouette,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,bottleneck,3
"amplitude_metric-silhouette_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-wasserstein_subsampling_factor-2",1,0.518518519,9,7.358152151,40.53417325,silhouette,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,wasserstein,2
"amplitude_metric-silhouette_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-wasserstein_subsampling_factor-3",1,0.518518519,9,3.796869755,39.8339541,silhouette,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,wasserstein,3
"amplitude_metric-silhouette_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-landscape_subsampling_factor-2",1,0.518518519,9,8.555160761,40.4327774,silhouette,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,landscape,2
"amplitude_metric-silhouette_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-landscape_subsampling_factor-3",1,0.518518519,9,4.216902018,37.94358516,silhouette,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,landscape,3
"amplitude_metric-silhouette_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-betti_subsampling_factor-1",1,0.518518519,9,48.45645952,40.19794297,silhouette,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,betti,1
"amplitude_metric-silhouette_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-betti_subsampling_factor-2",1,0.518518519,9,7.881705046,40.15847898,silhouette,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,betti,2
"amplitude_metric-silhouette_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-betti_subsampling_factor-3",1,0.518518519,9,3.857681751,40.38247752,silhouette,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,betti,3
"amplitude_metric-silhouette_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-heat_subsampling_factor-2",1,0.518518519,9,8.269734144,40.8721652,silhouette,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,heat,2
"amplitude_metric-silhouette_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-heat_subsampling_factor-3",1,0.518518519,9,4.680953979,40.72767901,silhouette,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,heat,3
"amplitude_metric-silhouette_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-silhouette_subsampling_factor-2",1,0.518518519,9,9.157803535,41.21759582,silhouette,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,silhouette,2
"amplitude_metric-silhouette_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-silhouette_subsampling_factor-3",1,0.518518519,9,4.391385317,39.82426691,silhouette,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,silhouette,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-None_subsampling_factor-2",1,0.5,9,5.706910133,39.24071836,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,TRUE,None,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-wasserstein_subsampling_factor-2",1,0.5,9,5.628197193,39.62606168,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,TRUE,wasserstein,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-heat_subsampling_factor-2",1,0.5,9,6.944769144,39.61211109,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,TRUE,heat,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-silhouette_subsampling_factor-2",1,0.5,9,7.144965887,39.4472723,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,TRUE,silhouette,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-None_subsampling_factor-1",1,0.5,9,29.30700755,40.10610843,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,FALSE,None,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-None_subsampling_factor-3",1,0.5,9,3.186672449,40.41208887,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,FALSE,None,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-bottleneck_subsampling_factor-3",1,0.5,9,3.276648045,40.03430605,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,FALSE,bottleneck,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-wasserstein_subsampling_factor-1",1,0.5,9,31.41756701,40.8763113,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,FALSE,wasserstein,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-wasserstein_subsampling_factor-3",1,0.5,9,3.235888481,40.32932353,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,FALSE,wasserstein,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-landscape_subsampling_factor-1",1,0.5,9,89.280406,39.59673285,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,FALSE,landscape,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-landscape_subsampling_factor-3",1,0.5,9,3.363812208,40.38113856,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,FALSE,landscape,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-betti_subsampling_factor-1",1,0.5,9,34.75965452,40.16185308,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,FALSE,betti,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-betti_subsampling_factor-3",1,0.5,9,3.264898777,37.6846993,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,FALSE,betti,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-silhouette_subsampling_factor-1",1,0.5,9,94.58226061,38.81933045,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,FALSE,silhouette,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-bottleneck_subsampling_factor-3",1,0.5,9,3.189372063,39.98647809,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,bottleneck,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-wasserstein_subsampling_factor-3",1,0.5,9,3.307169676,38.90038633,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,wasserstein,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-landscape_subsampling_factor-3",1,0.5,9,3.65719986,41.43050122,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,landscape,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-betti_subsampling_factor-3",1,0.5,9,3.448314905,39.13908148,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,betti,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-heat_subsampling_factor-3",1,0.5,9,4.134280682,40.70480466,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,heat,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-silhouette_subsampling_factor-3",1,0.5,9,3.729929447,39.35768461,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,silhouette,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-None_subsampling_factor-3",1,0.5,9,3.095439672,40.07564449,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,FALSE,None,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-wasserstein_subsampling_factor-3",1,0.5,9,3.201252222,39.12494946,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,FALSE,wasserstein,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-landscape_subsampling_factor-3",1,0.5,9,3.505746365,40.4372189,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,FALSE,landscape,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-heat_subsampling_factor-3",1,0.5,9,4.15639329,41.16918826,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,FALSE,heat,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-silhouette_subsampling_factor-3",1,0.5,9,3.745288134,39.18940401,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,FALSE,silhouette,3
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-wasserstein_subsampling_factor-1",1,0.5,9,32.77730894,40.52691293,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,TRUE,wasserstein,1
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-landscape_subsampling_factor-1",1,0.5,9,88.7697432,40.16872263,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,TRUE,landscape,1
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-heat_subsampling_factor-1",1,0.5,9,37.30806351,40.32098889,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,TRUE,heat,1
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-silhouette_subsampling_factor-1",1,0.5,9,94.86667991,39.21516585,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,TRUE,silhouette,1
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-wasserstein_subsampling_factor-1",1,0.5,9,31.45623159,39.67057419,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,FALSE,wasserstein,1
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-heat_subsampling_factor-1",1,0.5,9,35.82245374,40.51043344,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,FALSE,heat,1
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-betti_subsampling_factor-1",1,0.5,9,37.4322865,40.37619567,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,betti,1
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-heat_subsampling_factor-1",1,0.5,9,38.13009977,41.04693651,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,heat,1
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-silhouette_subsampling_factor-1",1,0.5,9,107.7011652,39.86806941,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,silhouette,1
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-bottleneck_subsampling_factor-1",1,0.5,9,32.04972029,41.85526299,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,FALSE,bottleneck,1
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-bottleneck_subsampling_factor-3",1,0.5,9,3.225197315,39.35072565,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,FALSE,bottleneck,3
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-wasserstein_subsampling_factor-1",1,0.5,9,32.31183434,38.93206167,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,FALSE,wasserstein,1
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-wasserstein_subsampling_factor-3",1,0.5,9,3.226442337,39.44110227,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,FALSE,wasserstein,3
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-landscape_subsampling_factor-1",1,0.5,9,103.9665987,40.2991426,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,FALSE,landscape,1
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-landscape_subsampling_factor-3",1,0.5,9,3.500831366,41.15867543,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,FALSE,landscape,3
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-betti_subsampling_factor-3",1,0.5,9,3.40132165,40.07812333,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,FALSE,betti,3
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-None_subsampling_factor-2",1,0.5,9,7.06105876,39.3602581,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,TRUE,None,2
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-silhouette_subsampling_factor-2",1,0.5,9,8.64468956,39.53293681,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",TRUE,TRUE,silhouette,2
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-bottleneck_subsampling_factor-3",1,0.5,9,3.732046127,39.6246841,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,bottleneck,3
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-betti_subsampling_factor-3",1,0.5,9,3.854170561,39.85952163,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,betti,3
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-silhouette_subsampling_factor-3",1,0.5,9,4.212144852,41.50636101,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,TRUE,silhouette,3
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-None_subsampling_factor-1",1,0.5,9,111.6461549,40.61321115,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,FALSE,None,1
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-bottleneck_subsampling_factor-1",1,0.5,9,117.5474806,41.43537402,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,FALSE,bottleneck,1
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-wasserstein_subsampling_factor-1",1,0.5,9,117.5511036,39.83162189,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,FALSE,wasserstein,1
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-landscape_subsampling_factor-1",1,0.5,9,178.4089589,41.9747386,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,FALSE,landscape,1
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-betti_subsampling_factor-1",1,0.5,9,119.8842864,40.39974499,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,FALSE,betti,1
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-heat_subsampling_factor-1",1,0.5,9,118.8610344,40.5949223,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",FALSE,FALSE,heat,1
