experiment_name,train_accuracy,test_accuracy,n_features,feature_creation_timing,feature_classification_and_prediction_time,amplitude_metric,features,homology_dimensions,inverse_input,processing_filter,processing_scaler_metric,subsampling_factor
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-None_subsampling_factor-1",0.6349206349206349,0.5370370370370371,9,31.62088894844055,1.1174919605255127,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,None,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-None_subsampling_factor-2",0.6428571428571429,0.4444444444444444,9,4.895714282989502,0.9176921844482422,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,None,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-None_subsampling_factor-3",0.6507936507936508,0.5370370370370371,9,2.542272090911865,0.7982971668243408,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,None,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-bottleneck_subsampling_factor-1",0.6190476190476191,0.5555555555555556,9,32.433740854263306,1.0836973190307615,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,bottleneck,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-bottleneck_subsampling_factor-2",0.6428571428571429,0.5370370370370371,9,5.028184652328491,1.0422635078430176,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,bottleneck,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-bottleneck_subsampling_factor-3",0.6587301587301587,0.5555555555555556,9,2.5965678691864014,1.0507071018218994,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,bottleneck,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-wasserstein_subsampling_factor-1",0.6190476190476191,0.5555555555555556,9,32.779342889785774,1.170276403427124,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,wasserstein,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-wasserstein_subsampling_factor-2",0.6349206349206349,0.5370370370370371,9,4.9908013343811035,1.1442430019378662,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,wasserstein,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-wasserstein_subsampling_factor-3",0.6587301587301587,0.5555555555555556,9,2.6766159534454346,1.1175968647003174,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,wasserstein,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-landscape_subsampling_factor-1",0.6190476190476191,0.5555555555555556,9,42.429614543914795,1.2905299663543701,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,landscape,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-landscape_subsampling_factor-2",0.6349206349206349,0.5370370370370371,9,6.2495057582855225,1.262960433959961,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,landscape,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-landscape_subsampling_factor-3",0.6587301587301587,0.5555555555555556,9,3.068437337875366,1.275977611541748,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,landscape,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-betti_subsampling_factor-1",0.6190476190476191,0.5555555555555556,9,35.94440531730653,1.1270546913146973,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,betti,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-betti_subsampling_factor-2",0.6349206349206349,0.5370370370370371,9,5.298083543777466,1.108851194381714,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,betti,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-betti_subsampling_factor-3",0.6587301587301587,0.5555555555555556,9,2.7652416229248047,1.0915751457214355,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,betti,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-heat_subsampling_factor-1",0.6190476190476191,0.5555555555555556,9,37.38726282119751,1.1351447105407717,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,heat,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-heat_subsampling_factor-2",0.6428571428571429,0.5370370370370371,9,6.29170036315918,1.138974905014038,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,heat,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-heat_subsampling_factor-3",0.6587301587301587,0.5555555555555556,9,3.535059928894043,1.0873985290527344,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,heat,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-silhouette_subsampling_factor-1",0.6190476190476191,0.5555555555555556,9,43.008063793182366,1.329319715499878,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,silhouette,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-silhouette_subsampling_factor-2",0.6349206349206349,0.5370370370370371,9,6.506346702575684,1.2220373153686523,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,silhouette,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-silhouette_subsampling_factor-3",0.6587301587301587,0.5555555555555556,9,3.095461368560791,1.2495481967926023,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,silhouette,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-None_subsampling_factor-1",0.6269841269841271,0.5185185185185185,9,28.98293900489807,1.3106005191802979,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,None,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-None_subsampling_factor-2",0.6349206349206349,0.462962962962963,9,4.709596157073975,1.3157365322113037,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,None,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-None_subsampling_factor-3",0.6825396825396826,0.5370370370370371,9,2.584988594055176,1.290327072143555,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,None,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-bottleneck_subsampling_factor-1",0.6190476190476191,0.5555555555555556,9,30.528271436691284,1.3611831665039062,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,bottleneck,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-bottleneck_subsampling_factor-2",0.6428571428571429,0.5370370370370371,9,4.939265251159668,1.3035657405853271,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,bottleneck,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-bottleneck_subsampling_factor-3",0.6587301587301587,0.5370370370370371,9,2.6152513027191158,1.279944658279419,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,bottleneck,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-wasserstein_subsampling_factor-1",0.6190476190476191,0.5555555555555556,9,30.82370018959045,1.3544816970825195,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,wasserstein,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-wasserstein_subsampling_factor-2",0.6428571428571429,0.5370370370370371,9,4.874864101409912,1.340958833694458,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,wasserstein,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-wasserstein_subsampling_factor-3",0.6587301587301587,0.5555555555555556,9,2.637007713317871,1.3497202396392822,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,wasserstein,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-landscape_subsampling_factor-1",0.6190476190476191,0.5555555555555556,9,40.19437789916992,1.4383642673492432,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,landscape,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-landscape_subsampling_factor-2",0.6428571428571429,0.5370370370370371,9,6.3024139404296875,1.548295259475708,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,landscape,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-landscape_subsampling_factor-3",0.6666666666666666,0.5555555555555556,9,3.0685744285583496,1.0743670463562012,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,landscape,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-betti_subsampling_factor-1",0.6190476190476191,0.5555555555555556,9,33.668002367019646,1.1512811183929443,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,betti,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-betti_subsampling_factor-2",0.6428571428571429,0.5370370370370371,9,5.19517707824707,1.0910544395446775,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,betti,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-betti_subsampling_factor-3",0.6587301587301587,0.5555555555555556,9,2.797068357467652,1.1015398502349854,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,betti,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-heat_subsampling_factor-1",0.6190476190476191,0.5555555555555556,9,36.7233464717865,1.1841189861297607,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,heat,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-heat_subsampling_factor-2",0.6428571428571429,0.5370370370370371,9,5.9571378231048575,1.1274244785308838,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,heat,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-heat_subsampling_factor-3",0.6666666666666666,0.5555555555555556,9,3.5181803703308105,1.1209242343902588,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,heat,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-silhouette_subsampling_factor-1",0.6190476190476191,0.5555555555555556,9,42.26993179321289,1.281186819076538,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,silhouette,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-silhouette_subsampling_factor-2",0.6428571428571429,0.5370370370370371,9,6.381571054458617,1.1957662105560305,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,silhouette,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-silhouette_subsampling_factor-3",0.6587301587301587,0.5555555555555556,9,3.118717670440674,1.2878739833831787,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,silhouette,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-None_subsampling_factor-1",0.6111111111111112,0.5185185185185185,9,30.916727781295773,1.1935360431671145,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,None,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-None_subsampling_factor-2",0.6507936507936508,0.6296296296296297,9,5.079585790634155,1.171621322631836,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,None,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-None_subsampling_factor-3",0.6587301587301587,0.5185185185185185,9,2.59044885635376,1.1549885272979736,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,None,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-bottleneck_subsampling_factor-1",0.6269841269841271,0.5370370370370371,9,32.61708116531372,1.2964789867401123,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,bottleneck,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-bottleneck_subsampling_factor-2",0.6507936507936508,0.5740740740740741,9,5.115649461746216,1.2645108699798584,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,bottleneck,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-bottleneck_subsampling_factor-3",0.6428571428571429,0.5370370370370371,9,2.7096853256225586,1.317455530166626,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,bottleneck,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-wasserstein_subsampling_factor-1",0.6269841269841271,0.5370370370370371,9,32.73499321937561,1.437413454055786,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,wasserstein,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-wasserstein_subsampling_factor-2",0.6349206349206349,0.5370370370370371,9,5.289267063140869,1.4798545837402344,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,wasserstein,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-wasserstein_subsampling_factor-3",0.6666666666666666,0.5370370370370371,9,2.800644636154175,1.4385626316070557,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,wasserstein,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-landscape_subsampling_factor-1",0.6269841269841271,0.5370370370370371,9,43.1454017162323,1.5003819465637207,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,landscape,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-landscape_subsampling_factor-2",0.6349206349206349,0.5370370370370371,9,6.303325176239014,1.3912999629974363,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,landscape,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-landscape_subsampling_factor-3",0.6587301587301587,0.5370370370370371,9,3.187507390975952,1.3867025375366209,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,landscape,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-betti_subsampling_factor-1",0.6269841269841271,0.5370370370370371,9,36.10048723220825,1.4206383228302002,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,betti,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-betti_subsampling_factor-2",0.6349206349206349,0.5370370370370371,9,5.589739799499512,1.3887310028076172,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,betti,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-betti_subsampling_factor-3",0.6666666666666666,0.5370370370370371,9,2.818100929260254,1.3945791721343994,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,betti,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-heat_subsampling_factor-1",0.6269841269841271,0.5370370370370371,9,38.00410532951354,1.4255523681640625,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,heat,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-heat_subsampling_factor-2",0.6666666666666666,0.5740740740740741,9,6.472026348114014,1.4725906848907468,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,heat,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-heat_subsampling_factor-3",0.6666666666666666,0.5370370370370371,9,3.493014574050904,1.4432144165039062,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,heat,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-silhouette_subsampling_factor-1",0.6269841269841271,0.5370370370370371,9,43.65408372879028,1.4043464660644531,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,silhouette,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-silhouette_subsampling_factor-2",0.6349206349206349,0.5370370370370371,9,6.741716384887695,1.3882660865783691,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,silhouette,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-silhouette_subsampling_factor-3",0.6666666666666666,0.5370370370370371,9,3.295839071273804,1.498436450958252,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,silhouette,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-None_subsampling_factor-1",0.6349206349206349,0.5,9,29.957178831100464,1.4012541770935059,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,None,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-None_subsampling_factor-2",0.6507936507936508,0.6111111111111112,9,4.988631010055542,1.4597411155700684,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,None,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-None_subsampling_factor-3",0.6666666666666666,0.5,9,2.6042909622192383,1.4886515140533447,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,None,3
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-bottleneck_subsampling_factor-1",0.6269841269841271,0.5370370370370371,9,31.235667943954468,1.4095070362091064,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,bottleneck,1
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-bottleneck_subsampling_factor-2",0.6587301587301587,0.5555555555555556,9,5.088539361953735,1.4414968490600586,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,bottleneck,2
"amplitude_metric-bottleneck_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-bottleneck_subsampling_factor-3",0.6507936507936508,0.5555555555555556,9,2.7570362091064453,1.4036343097686768,bottleneck,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,bottleneck,3
