experiment_name,train_accuracy,test_accuracy,n_features,feature_creation_timing,feature_classification_and_prediction_time,amplitude_metric,features,homology_dimensions,inverse_input,processing_filter,processing_scaler_metric,subsampling_factor
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-None_subsampling_factor-3",0.6587301587301587,0.5185185185185185,9,2.7651147842407227,1.5137741565704346,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,None,3
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-bottleneck_subsampling_factor-1",0.6269841269841271,0.5370370370370371,9,32.79589009284973,1.4626977443695068,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,bottleneck,1
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-bottleneck_subsampling_factor-2",0.6349206349206349,0.5370370370370371,9,5.258843421936035,1.4398982524871826,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,bottleneck,2
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-bottleneck_subsampling_factor-3",0.6666666666666666,0.5185185185185185,9,2.768690824508667,1.4417121410369873,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,bottleneck,3
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-wasserstein_subsampling_factor-1",0.6269841269841271,0.5370370370370371,9,32.74659824371338,1.471618413925171,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,wasserstein,1
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-wasserstein_subsampling_factor-2",0.6349206349206349,0.5370370370370371,9,5.1942527294158936,1.4995181560516355,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,wasserstein,2
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-wasserstein_subsampling_factor-3",0.6587301587301587,0.5370370370370371,9,2.8706164360046387,1.4613895416259766,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,wasserstein,3
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-landscape_subsampling_factor-1",0.6269841269841271,0.5370370370370371,9,41.72027015686035,1.4617879390716553,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,landscape,1
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-landscape_subsampling_factor-2",0.6349206349206349,0.5370370370370371,9,6.470651865005492,1.4576537609100342,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,landscape,2
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-landscape_subsampling_factor-3",0.6587301587301587,0.5370370370370371,9,3.306529998779297,1.453589677810669,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,landscape,3
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-betti_subsampling_factor-1",0.6269841269841271,0.5370370370370371,9,35.85904288291931,1.428138017654419,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,betti,1
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-betti_subsampling_factor-2",0.6349206349206349,0.5370370370370371,9,5.511964559555054,1.463163137435913,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,betti,2
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-betti_subsampling_factor-3",0.6587301587301587,0.5370370370370371,9,2.9248616695404053,1.4468700885772705,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,betti,3
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-heat_subsampling_factor-1",0.6269841269841271,0.5370370370370371,9,38.24031567573547,1.4930582046508791,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,heat,1
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-heat_subsampling_factor-2",0.6428571428571429,0.5370370370370371,9,6.388233661651611,1.5416646003723145,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,heat,2
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-heat_subsampling_factor-3",0.6349206349206349,0.5185185185185185,9,3.500433921813965,1.4226233959197998,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,heat,3
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-silhouette_subsampling_factor-1",0.6269841269841271,0.5370370370370371,9,44.21599245071411,1.4864120483398438,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,silhouette,1
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-silhouette_subsampling_factor-2",0.6349206349206349,0.5370370370370371,9,6.693308830261231,1.4838125705718994,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,silhouette,2
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-True_processing_scaler_metric-silhouette_subsampling_factor-3",0.6587301587301587,0.5370370370370371,9,3.2036290168762207,1.4727537631988523,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,True,silhouette,3
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-None_subsampling_factor-1",0.6190476190476191,0.5370370370370371,9,29.890493392944336,1.4518015384674072,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,None,1
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-None_subsampling_factor-2",0.6507936507936508,0.5370370370370371,9,4.850243091583252,1.5279338359832764,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,None,2
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-None_subsampling_factor-3",0.6587301587301587,0.5185185185185185,9,2.705230474472046,1.475656270980835,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,None,3
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-bottleneck_subsampling_factor-1",0.6269841269841271,0.5370370370370371,9,31.34065890312195,1.5332214832305908,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,bottleneck,1
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-bottleneck_subsampling_factor-2",0.6428571428571429,0.5370370370370371,9,5.048335790634155,1.5184769630432131,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,bottleneck,2
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-bottleneck_subsampling_factor-3",0.6587301587301587,0.5,9,2.7129030227661133,1.4762105941772459,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,bottleneck,3
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-wasserstein_subsampling_factor-1",0.6269841269841271,0.5370370370370371,9,31.44495701789856,1.5283949375152588,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,wasserstein,1
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-wasserstein_subsampling_factor-2",0.6349206349206349,0.5370370370370371,9,5.1918771266937265,1.5448751449584959,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,wasserstein,2
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-wasserstein_subsampling_factor-3",0.6666666666666666,0.5370370370370371,9,2.722855806350708,1.5113379955291748,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,wasserstein,3
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-landscape_subsampling_factor-1",0.6269841269841271,0.5370370370370371,9,41.18135118484497,1.5596301555633545,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,landscape,1
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-landscape_subsampling_factor-2",0.6349206349206349,0.5370370370370371,9,6.317056179046631,1.4224269390106201,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,landscape,2
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-landscape_subsampling_factor-3",0.6666666666666666,0.5370370370370371,9,3.14034104347229,1.4631924629211426,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,landscape,3
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-betti_subsampling_factor-1",0.6269841269841271,0.5370370370370371,9,35.39018321037292,1.4673230648040771,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,betti,1
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-betti_subsampling_factor-2",0.6349206349206349,0.5370370370370371,9,5.528911828994751,1.4864134788513184,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,betti,2
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-betti_subsampling_factor-3",0.6666666666666666,0.5370370370370371,9,2.718111276626587,1.4815104007720947,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,betti,3
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-heat_subsampling_factor-1",0.6269841269841271,0.5370370370370371,9,37.446653842926025,1.499030351638794,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,heat,1
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-heat_subsampling_factor-2",0.6428571428571429,0.5370370370370371,9,6.28480076789856,1.472327709197998,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,heat,2
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-heat_subsampling_factor-3",0.6428571428571429,0.5185185185185185,9,3.694069385528565,1.4705398082733154,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,heat,3
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-silhouette_subsampling_factor-1",0.6269841269841271,0.5370370370370371,9,42.67888426780701,1.4411349296569824,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,silhouette,1
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-silhouette_subsampling_factor-2",0.6349206349206349,0.5370370370370371,9,6.607955932617188,1.470160722732544,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,silhouette,2
"amplitude_metric-wasserstein_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-False_processing_filter-False_processing_scaler_metric-silhouette_subsampling_factor-3",0.6666666666666666,0.5370370370370371,9,3.3869621753692627,1.4649474620819092,wasserstein,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",False,False,silhouette,3
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-None_subsampling_factor-1",0.6349206349206349,0.5370370370370371,9,40.69073152542114,1.4750704765319824,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,None,1
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-None_subsampling_factor-2",0.6507936507936508,0.4259259259259259,9,6.105972766876223,1.4088578224182131,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,None,2
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-None_subsampling_factor-3",0.6507936507936508,0.5370370370370371,9,3.142641544342041,1.472693681716919,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,None,3
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-bottleneck_subsampling_factor-1",0.6190476190476191,0.5555555555555556,9,42.631511211395264,1.5075457096099854,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,bottleneck,1
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-bottleneck_subsampling_factor-2",0.6428571428571429,0.5370370370370371,9,6.282242774963379,1.4569044113159182,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,bottleneck,2
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-bottleneck_subsampling_factor-3",0.6587301587301587,0.5555555555555556,9,3.0537655353546143,1.4709672927856443,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,bottleneck,3
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-wasserstein_subsampling_factor-1",0.6190476190476191,0.5555555555555556,9,42.348498821258545,1.5477659702301023,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,wasserstein,1
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-wasserstein_subsampling_factor-2",0.6349206349206349,0.5370370370370371,9,6.2634971141815186,1.4499754905700684,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,wasserstein,2
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-wasserstein_subsampling_factor-3",0.6587301587301587,0.5555555555555556,9,3.0865254402160645,1.5329906940460205,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,wasserstein,3
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-landscape_subsampling_factor-1",0.6190476190476191,0.5555555555555556,9,51.34317398071289,1.4766979217529297,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,landscape,1
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-landscape_subsampling_factor-2",0.6428571428571429,0.5370370370370371,9,7.384768009185791,1.4475195407867432,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,landscape,2
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-landscape_subsampling_factor-3",0.6587301587301587,0.5555555555555556,9,3.4397859573364262,1.4484646320343018,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,landscape,3
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-betti_subsampling_factor-1",0.6190476190476191,0.5555555555555556,9,46.37787842750549,1.4687800407409668,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,betti,1
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-betti_subsampling_factor-2",0.6428571428571429,0.5370370370370371,9,6.6586244106292725,1.4711339473724363,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,betti,2
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-betti_subsampling_factor-3",0.6587301587301587,0.5555555555555556,9,3.154463529586792,1.5316729545593262,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,betti,3
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-heat_subsampling_factor-1",0.6190476190476191,0.5555555555555556,9,49.19239139556885,1.4803040027618408,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,heat,1
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-heat_subsampling_factor-2",0.6428571428571429,0.5370370370370371,9,7.461524724960327,1.4657430648803709,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,heat,2
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-heat_subsampling_factor-3",0.6587301587301587,0.5555555555555556,9,4.067279815673828,1.4543299674987793,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,heat,3
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-silhouette_subsampling_factor-1",0.6190476190476191,0.5555555555555556,9,53.70422744750977,1.4878413677215576,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,silhouette,1
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-silhouette_subsampling_factor-2",0.6428571428571429,0.5370370370370371,9,7.769909143447876,1.4393324851989746,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,silhouette,2
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-True_processing_scaler_metric-silhouette_subsampling_factor-3",0.6587301587301587,0.5555555555555556,9,3.511347770690918,1.473585844039917,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,True,silhouette,3
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-None_subsampling_factor-1",0.6428571428571429,0.4814814814814815,9,39.86765575408936,1.478745937347412,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,None,1
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-None_subsampling_factor-2",0.6349206349206349,0.4259259259259259,9,6.038241624832152,1.5612757205963137,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,None,2
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-None_subsampling_factor-3",0.6666666666666666,0.5185185185185185,9,3.0059692859649663,1.4148533344268799,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,None,3
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-bottleneck_subsampling_factor-1",0.6190476190476191,0.5555555555555556,9,41.5148024559021,1.5328702926635742,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,bottleneck,1
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-bottleneck_subsampling_factor-2",0.6428571428571429,0.5370370370370371,9,6.09698486328125,1.5068929195404053,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,bottleneck,2
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-bottleneck_subsampling_factor-3",0.6587301587301587,0.5555555555555556,9,3.1150662899017334,1.5157270431518557,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,bottleneck,3
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-wasserstein_subsampling_factor-1",0.6190476190476191,0.5555555555555556,9,41.86783242225647,1.5278682708740234,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,wasserstein,1
"amplitude_metric-landscape_features-['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']_homology_dimensions-[0, 1, 2]_inverse_input-True_processing_filter-False_processing_scaler_metric-wasserstein_subsampling_factor-2",0.6428571428571429,0.5370370370370371,9,6.042217493057251,1.47758150100708,landscape,"['PersistenceEntropy', 'Amplitude', 'NumberOfPoints']","[0, 1, 2]",True,False,wasserstein,2
